job_title,job_info,position,employer,city,province,skill,seniority,work_type,industry_type,min_salary,max_salary,avg_salary
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Database, Tableau, Sql, Alteryx, Python, R",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,"2024 Capital Markets, Global Credit, Fall Business Systems Analyst (4 Months)",System Analyst,Royal Bank Of Canada,Toronto,ON,Undef,ANY,In-Person,Finance,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Allocations Analyst,Analyst,Arc'Teryx,North Vancouver,BC,Excel,Senior,In-Person,Others,80000.0,100000.0,90000.0
Senior Supply Chain Data Analysts,Functional Analyst,Analyst,Desjardins,Montreal,QC,Sas,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Port Of Vancouver,Vancouver,BC,"Excel, Jira",Senior,In-Person,Others,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,"Senior Analyst, Health Indicators And Client Support",Analyst,Canadian Institute For Health Information,Toronto,ON,"Python, Vue, Sas, Python",Senior,In-Person,Technology,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Technical Business Analyst, Capital Markets Technology With Credit Derivatives",Business Analyst,Scotiabank,Toronto,ON,"Sql, Gap, Excel",ANY,In-Person,Finance,68000.0,88300.0,78150.0
Senior Business Analysts,"Senior Business Analyst, Gft",Business Analyst,Royal Bank Of Canada,Vancouver,BC,"Sql, Tableau, Excel, Gap, Snowflake, Teradata",Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Supply Chain Data Analysts,Senior Business Analyst - Supply Chain Optimization,Business Analyst,Vancouver Fraser Port Authority,Vancouver,BC,"Excel, Jira",Senior,In-Person,Technology,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,Loyalty Campaign & Offer Analyst,Analyst,Parkland Corporation,Calgary,AB,"Database, Tableau, Power BI, Sql, Excel, Python",ANY,In-Person,Real Estate,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling Wlg,Toronto,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Intelligence Analysts,Claims Compliance Analyst -,Analyst,Allstate,Remote in South Dundas,ON,"Tableau, Excel",ANY,Remote,Government,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling Wlg,Hamilton,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Analysts,Business Analyst 7735-0214,Business Analyst,Foilcon,Toronto,ON,"Sql, Gap, Power BI",ANY,In-Person,Technology,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling Wlg,Ottawa,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Intelligence Analysts,Senior Business Intelligence Engineer (Gcs),Data Engineer,Royal Bank Of Canada,Toronto,ON,"Python, Sql, Tableau, Jira, Html, Github, Powershell, Javascript",Senior,In-Person,Finance,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling Wlg,Waterloo,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling Wlg,Calgary,AB,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Analysts,Senior Actuarial Analyst,Analyst,Northbridge Financial Corporation,Toronto,ON,C,Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,"Board And Ceo Practice, Senior Business Analyst",Business Analyst,Egon Zehnder,Montreal,QC,Undef,Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling Wlg,Vancouver,BC,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Supply Chain Data Analysts,Total Rewards Analyst,Analyst,Sait,Calgary,AB,Excel,ANY,In-Person,Technology,65000.0,85000.0,75000.0
Financial and Operational Analysts,"Senior Analyst, Revenue Growth Pricing",Analyst,Corby Spirit And Wine Limited,Toronto,ON,"Excel, Machine Learning, Power BI",Senior,In-Person,Technology,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Senior Business Analyst Order To Cash,Business Analyst,Purolator,Mississauga,ON,"Excel, Excel",Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Learning & Development Analyst Student,Analyst,Pcl Construction,Edmonton,AB,"Power BI, Tableau, Excel",ANY,In-Person,Construction,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Technical Business Analyst, Capital Markets Technology, Efx",Business Analyst,Scotiabank,Toronto,ON,"Sql, Gap, Excel",ANY,In-Person,Finance,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Senior Analyst Supply Chain Systems,System Analyst,Loblaw Companies Limited,Brampton,ON,"Power Bi, Excel",Senior,In-Person,Technology,68500.0,87000.0,77750.0
Systems and Data Analysts,Data Analyst & Bi Specialist,Data Specialist,Uniuni (Uni Express Inc.),Remote,Undef,"Sql, Aws",Senior,Remote,Media,70000.0,90000.0,80000.0
Senior Data Analysts,"Data Analyst, Business Intelligence",BI Analyst,Bell,Toronto,ON,"Sas, Sql, Teradata",ANY,In-Person,Others,69000.0,86000.0,77500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Tripninja,Remote,Undef,"Power BI, Aws, Sql",ANY,Remote,Others,80000.0,90000.0,85000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Scene+,Toronto,ON,"Sql, Python, Tableau, Machine Learning",Senior,In-Person,Others,69000.0,86000.0,77500.0
Senior Supply Chain Data Analysts,Power Bi Developer | Data Analyst,Developer,Silver Gold Bull Inc.,Calgary,AB,"Power Bi, Sql, Mysql, Excel, Zoho Analytics, Database",ANY,In-Person,Others,65000.0,120000.0,92500.0
Senior Business Intelligence Analysts,Data And Business Intelligence Analyst,BI Analyst,University Of Toronto,Toronto,ON,"Sql, Database, Excel, Power Bi, Python, Postgresql",ANY,In-Person,Technology,30240.56,84813.0,57526.78
Senior Supply Chain Data Analysts,"Data Analyst, Born Ontario, Temporary Full-Time (1.0)",Data Analyst,Cheo,Ottawa,ON,"Sas, Excel, Sql, Database",ANY,In-Person,Others,72883.2,89440.0,81161.6
Senior Business Intelligence Analysts,Program Reporting Analyst,Analyst,Turner & Townsend,Toronto,ON,Undef,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Program Management, Business Analyst (16 Month Contract)",Business Analyst,L3Harris Technologies,Waterdown,ON,"Sql, Excel",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Data Analysts,Data Integrity Analyst,Analyst,Shared Health,Winnipeg,MB,Undef,ANY,In-Person,Healthcare,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Teleperformance,Toronto,ON,"Excel, Sql",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,"Business Analyst, Sr",Business Analyst,Saskatchewan Blue Cross,Saskatoon,SK,"Excel, Jira",Senior,In-Person,Others,68500.0,87000.0,77750.0
Systems and Data Analysts,Field Data Capture Analyst,Analyst,I3 Energy Canada Ltd.,Calgary,AB,Undef,ANY,In-Person,Energy,76000.0,89440.0,82720.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Scotiabank,Toronto,ON,"Gap, Sql, Database",ANY,In-Person,Finance,65000.0,87000.0,76000.0
Business Systems Analysts,"Analyst, Business Systems",System Analyst,Northwestel Inc.,Whitehorse,YT,"Html, Php, Perl, Powershell, Css, Python, Javascript",ANY,In-Person,Others,85816.8,91520.0,88668.4
Business and Marketing Analysts,Business Analyst -Pharmacy,Business Analyst,Atlantis It Group,Toronto,ON,Undef,ANY,In-Person,Technology,65000.0,87000.0,76000.0
Business and Marketing Analysts,Banking Operations Analyst,Analyst,Relay Financial,Toronto,ON,Looker,ANY,In-Person,Finance,65000.0,87000.0,76000.0
Senior Business Intelligence Analysts,Medical Information Analyst (Health Information Management Professional) (12 Month Term),Analyst,Canadian Medical Protective Association,Remote in Ottawa,ON,Excel,ANY,Remote,Healthcare,68000.0,91000.0,79500.0
Senior Data Analysts,"Senior Data Analyst, Data Analysis Chapter",Data Analyst,Edc,Ottawa,ON,"Sql, Azure, Power Bi, Python, R",Senior,In-Person,Others,37440.0,180000.0,108720.0
Business and Marketing Analysts,Project Analyst,Analyst,Town Of Okotoks,Okotoks,AB,"Power Platform, Azure",ANY,In-Person,Others,65000.0,87000.0,76000.0
Financial and Operational Analysts,Inventory Analyst,Analyst,Graingercanada,Thornhill,ON,Sql,ANY,In-Person,Others,30240.56,57200.0,43720.28
Business Systems Analysts,Business System Analyst -Data Engineer,Data Engineer,Zortech Solutions,Toronto,ON,Sql,ANY,In-Person,Technology,120000.0,130000.0,125000.0
Database Analysts,Database Analyst,Analyst,R.E. Royal Trading Inc.,Concord,ON,Database,ANY,In-Person,Others,88524.8,88524.8,88524.8
Business Systems Analysts,Business System Analyst -Data Engineer,Data Engineer,Esolutions,Toronto,ON,Sql,ANY,In-Person,Consulting,95000.0,105000.0,100000.0
Senior Supply Chain Data Analysts,"Analyst, Supply Chain Management",Analyst,Elk Valley Resources,Sparwood,BC,"Excel, Reason",ANY,In-Person,Others,82000.0,101000.0,91500.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,Cardinal Health,Vaughan,ON,"Tableau, Excel",ANY,In-Person,Healthcare,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,Senior Business Process Analyst,Analyst,Bc Financial Services Authority,Vancouver,BC,C,Senior,In-Person,Technology,87872.0,136815.0,112343.5
Senior Supply Chain Data Analysts,Sustainable Investing Analyst (6-Month Contract),Analyst,Mackenzie Financial Corporation,Greater Toronto Area,ON,Undef,ANY,In-Person,Finance,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Hris Analyst - 8 To 12 Month Term,Analyst,Northwestel Inc.,Yellowknife,NT,"Html, Excel, Sql, Database",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Power Market Analyst - 24321,Analyst,Enverus,Calgary,AB,"Python, Sql",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Analysts,Business Analyst - Ottawa,Business Analyst,Realdecoy,Ottawa,ON,"Html, Tableau, Power BI, Sql, Php, Css, Qlik Sense, Python, Javascript",ANY,In-Person,Others,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,Research Analyst (Green Infrastructure),Analyst,Toronto And Region Conservation Authority (Trca),Concord,ON,"R, Python, C#, Excel, Julia, C",ANY,In-Person,Technology,76294.4,88420.8,82357.6
Financial and Operational Analysts,Fp&A Business Analyst,Business Analyst,Cgi,Toronto,ON,Undef,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Operations Analyst (Business Operations),Analyst,Western University,London,ON,"Excel, Database",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Business Analysts,"Senior Analyst, Fraud Strategy & Analytics",Analyst,Eq Bank | Equitable Bank,Toronto,ON,"Tableau, Sql, Power Bi, Python, R",Senior,In-Person,Technology,30240.56,57200.0,43720.28
Senior Business Analysts,Senior Business Analyst,Business Analyst,Fraser Health,Surrey,BC,Undef,Senior,In-Person,Healthcare,79289.59999999999,113984.0,96636.8
Senior Supply Chain Data Analysts,"Business Analyst Consultant, Savings & Retirement (S&R)",Data Consultant,Equitable Ca,Waterloo,ON,R,Senior,In-Person,Technology,68500.0,87000.0,77750.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Rubinza Inc.,Richmond Hill,ON,Database,ANY,In-Person,Others,90064.0,90064.0,90064.0
Business and Technical Analysts,Intern - Crm Analyst (Fall 2024),Intern,Senators Sports & Entertainment,Ottawa,ON,"Database, Excel",Junior,In-Person,Media,64123.59,86600.0,75361.795
Business Systems Analysts,Business Analyst - Computer Systems,System Analyst,Apitable Ltd.,Markham,ON,"Html, Github",ANY,In-Person,Technology,91520.0,91520.0,91520.0
Senior Business Intelligence Analysts,Industrial Process Analyst,Analyst,Spectra Aluminum Products,Bradford,ON,"Power Bi, Tableau, Qlikview",ANY,In-Person,Others,68000.0,88300.0,78150.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Ventura Foods,Etobicoke,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Gold Valley Daycare & Osc,Leduc,AB,Undef,ANY,In-Person,Automotive,98009.6,98009.6,98009.6
Business and Technical Analysts,"Analyst, Network-Gis-Ns&Uc S",Analyst,Apotex Inc.,North York,ON,"Excel, R",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business Systems Analysts,"Business Systems Analyst, Capital Markets Technology, Hybrid",System Analyst,Scotiabank,Toronto,ON,"Sql, Html, Excel, Perl, Gap, Shell, Java, Python",ANY,Hybrid,Finance,85816.8,91520.0,88668.4
Business Systems Analysts,Senior Business Systems Analyst,System Analyst,Royal Bank Of Canada,Toronto,ON,"Jira, Sql, Confluence",Senior,In-Person,Finance,85816.8,91520.0,88668.4
Business Systems Analysts,Senior Business Systems Analyst,System Analyst,The Maples Group (Financial Services),Montreal,QC,"Gap, Excel",Senior,In-Person,Finance,85816.8,91520.0,88668.4
Financial and Operational Analysts,Strategic Sourcing Analyst,Analyst,Sgs,Mississauga,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business Systems Analysts,Business Systems Analyst (Network Services),System Analyst,City Of London,London,ON,Undef,ANY,In-Person,Technology,58649.0,85218.0,71933.5
Business and Technical Analysts,Econ 24R - Economic Analyst,Analyst,Bc Public Service,Victoria,BC,"Power Bi, Tableau, R",ANY,In-Person,Service,76071.18,86658.48,81364.82999999999
Financial and Operational Analysts,Pricing Analyst,Analyst,Pratts Food Service Alberta,Rocky View County,AB,"Power Bi, Tableau, Excel, Sql",ANY,In-Person,Service,47266.4,64725.92,55996.16
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Ottawa,ON,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Toronto,ON,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Business and Technical Analysts,"Sr. Analyst, Omni Channel",Analyst,Loblaw Companies Limited,Brampton,ON,"Bigquery, Tableau, Power BI, Sql, Excel, Sas, Google Cloud Platform, Python, Looker, R",Senior,In-Person,Technology,64123.59,86600.0,75361.795
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Halifax,NS,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Business Analysts,Senior Procurement Analyst,Analyst,Scotiabank,Toronto,ON,Undef,Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,"Senior Business Analyst, It Business Solutions [Oneit]",Business Analyst,Wsp,Montreal,QC,"Gap, Fabric, Power Platform, Excel",Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Calgary,AB,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Business Analysts,Senior Actuarial Analyst -,Analyst,Allstate,Remote in Markham,ON,"C#, Python",Senior,Remote,Government,85000.0,133750.0,109375.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Vancouver,BC,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Data Analysts,Information Analyst - Data Quality,Analyst,Ehealth Saskatchewan,Regina,SK,"Power Bi, Sql, Database",ANY,In-Person,Healthcare,74152.0,90272.0,82212.0
Senior Data Analysts,Data Analyst,Data Analyst,Sri Technosoft Solutions,Edmonton,AB,"Power Bi, Tableau, Python, Sql",ANY,In-Person,Technology,69000.0,86000.0,77500.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,BC,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Business and Technical Analysts,"Analyst, Data Valorization",Analyst,Desjardins,Montreal,QC,Database,ANY,In-Person,Others,64123.59,86600.0,75361.795
Business Systems Analysts,Business Data Analyst,Data Analyst,Tecqify Solutions Inc,Abbotsford,BC,Undef,ANY,In-Person,Consulting,97760.0,97760.0,97760.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Bmo Financial Group,Toronto,ON,Sql,ANY,In-Person,Finance,60000.0,111700.0,85850.0
Systems and Data Analysts,"Data Quality Analyst, Tft",Analyst,Niagara Health System,St. Catharines,ON,Crystal,ANY,In-Person,Healthcare,83449.59999999999,94411.2,88930.4
Business Systems Analysts,Analyst Technology Strategy,Analyst,Sobeys,Mississauga,ON,Undef,ANY,In-Person,Others,85816.8,91520.0,88668.4
Database Analysts,Database Analyst,Analyst,Ag It Consulting,Concord,ON,"Database, Database",ANY,In-Person,Technology,91520.0,91520.0,91520.0
Senior Supply Chain Data Analysts,"Lead, Manufacturing Analyst",Lead,Vista,Lakeshore,ON,"Tableau, Sql, Excel, Snowflake, Vba, Looker, R",Senior,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,"Analyst Ii, Backbook Risk",Risk Analyst,Affirm,Remote in Toronto,ON,"Machine Learning, Python, Sql",Mid,Remote,Legal,109000.0,159000.0,134000.0
Senior Business Intelligence Analysts,"Policy, Planning And Research Analyst",Analyst,Eastern Health Canada,Remote,Undef,Database,ANY,Remote,Healthcare,68515.2,76440.0,72477.6
Business and Marketing Analysts,Business Analyst,Business Analyst,Tekshapers Inc,Toronto,ON,"Sql, Aws, Hadoop, Database",ANY,In-Person,Others,100000.0,100000.0,100000.0
Senior Business Intelligence Analysts,Operations Technical Analyst,Analyst,"Raymond James Financial, Inc.",Vancouver,BC,"Power BI, Sql, Excel, Power BI, Vba",ANY,In-Person,Finance,70000.0,90000.0,80000.0
Senior Business Intelligence Analysts,Business Intelligence Developer,Developer,Buckland,St. Thomas,ON,"Ssis, Sql, Ssrs, Power Bi, SQL, Git, Python, R",ANY,In-Person,Real Estate,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Business Analyst Student, Fleet Services (12 Months) - Fall 2024",Business Analyst,Canadian Tire Corporation,Mississauga,ON,Excel,ANY,In-Person,Others,30240.56,57200.0,43720.28
